Model variation IAM

# GHI_sensor: SPN1
# sky_model_inf: haydavies
# sky_model_simple: isotropic
# shadow_interpolate: true
# temp_sensor: default
# spectral_mismatch_model: None
# wind_sensor: default
# RH_sensor: default
# shadow: False
# inverter_model: Sandia
# model_perez: allsitescomposite1990
# mount_type: Tilted
# iam_apply: False
# inverter_limit: True
# DNI_model: simple
# transposition: inf
model,Noneback
number data,6909.0
nRMSE,49.057920808417435
R^2,0.814
slope,0.6833200310013717
offset,8.292375427895609
nRMSE_adjusted,33.49316620351295

# GHI_sensor: SPN1
# sky_model_inf: haydavies
# sky_model_simple: isotropic
# shadow_interpolate: true
# temp_sensor: default
# spectral_mismatch_model: None
# wind_sensor: default
# RH_sensor: default
# shadow: False
# inverter_model: Sandia
# model_perez: allsitescomposite1990
# mount_type: Tilted
# iam_apply: ashrae
# inverter_limit: True
# DNI_model: simple
# transposition: inf
model,ASHRAEback
number data,6909.0
nRMSE,44.449132450712305
R^2,0.816
slope,0.7144313190647222
offset,8.64293141445351
nRMSE_adjusted,33.31249431049521

# GHI_sensor: SPN1
# sky_model_inf: haydavies
# sky_model_simple: isotropic
# shadow_interpolate: true
# temp_sensor: default
# spectral_mismatch_model: None
# wind_sensor: default
# RH_sensor: default
# shadow: False
# inverter_model: Sandia
# model_perez: allsitescomposite1990
# mount_type: Tilted
# iam_apply: SAPM
# inverter_limit: True
# DNI_model: simple
# transposition: inf
model,SAPMback
number data,6909.0
nRMSE,44.39431864650545
R^2,0.816
slope,0.714718280362482
offset,8.664173975620528
nRMSE_adjusted,33.302705476363634

# model_dict is not a dictionary, skipping...
model,back
number data,
nRMSE,
R^2,
slope,
offset,
nRMSE_adjusted,

